id,lemma,count
1453,sügav,1101
1454,läbirääkimine,1101
1455,liha,1101
1456,vastuolu,1100
1457,rong,1099
1458,siinkohal,1097
1459,suhtuma,1096
1460,minister,1095
1461,andmebaas,1095
1462,mõtlemine,1093
1463,kuri,1093
1464,olemine,1092
1465,tootma,1091
1466,kaugus,1090
1467,süüdistama,1087
1468,kulutama,1087
1469,kaasaegne,1085
1470,põlv,1084
1471,süüdistatav,1083
1472,kaugel,1079
1473,tuletama,1078
1474,lõhn,1077
1475,laiem,1077
1476,enamus,1077
1477,vaikus,1075
1478,hool,1075
1479,siinne,1074
1480,maantee,1074
1481,vähenemine,1073
1482,korrus,1073
1483,aeg-ajalt,1073
1484,kummaline,1072
1485,kena,1072
1486,kõvasti,1071
1487,tugevam,1070
1488,rahvus,1070
1489,esitamine,1070
1490,välismaa,1066
1491,ehitus,1066
1492,side,1065
1493,tõlge,1064
1494,tahtmine,1064
1495,koostamine,1064
1496,vahelt,1063
1497,kuum,1063
1498,esiteks,1063
1499,raadio,1062
1500,põhiline,1062
1501,sisuliselt,1061
1502,peatükk,1060
1503,asendama,1060
1504,omane,1059
1505,kott,1057
1506,kuulus,1056
1507,vihm,1054
1508,hiljuti,1054
1509,teostama,1052
1510,trepp,1051
1511,põgenema,1051
1512,lähedane,1051
1513,tore,1050
1514,jutustama,1050
1515,kohtunik,1049
1516,teatav,1048
1517,pehme,1046
1518,mahtuma,1043
1519,kujundama,1042
1520,reis,1040
1521,arvutama,1039
1522,aed,1039
1523,eksima,1037
1524,eeskuju,1037
1525,veenduma,1036
1526,sadam,1036
1527,vanamees,1035
1528,eelnõu,1035
1529,avanema,1033
1530,üheksa,1032
1531,sealhulgas,1032
1532,saavutamine,1032
1533,määratlema,1032
1534,muide,1029
1535,teke,1027
1536,säilima,1027
1537,keelduma,1027
1538,ressurss,1025
1539,päritolu,1024
1540,tool,1023
1541,lähenema,1022
1542,linnapea,1021
1543,huul,1021
1544,tänama,1019
1545,teadus,1019
1546,seevastu,1019
1547,ohver,1019
1548,naaber,1019
1549,auk,1019
1550,ühtne,1018
1551,eksisteerima,1017
1552,organ,1016
1553,praktiline,1014
1554,järsku,1014
1555,mõistus,1012
1556,laiali,1011
1557,põhiliselt,1010
1558,järjekord,1010
1559,tark,1009
1560,reklaam,1008
1561,luba,1008
1562,metoodika,1007
1563,kitsas,1006
1564,seade,1005
1565,hilisem,1005
1566,esialgne,1005
1567,kõva,1004
1568,vaev,1002
1569,taotlus,1002
1570,muutumine,1000
1571,kujunemine,1000
1572,kaasnema,1000
1573,häirima,1000
1574,avalikkus,998
1575,raskem,997
1576,taotlema,996
1577,nõu,996
1578,test,995
1579,tipp,994
1580,piisav,993
1581,ootamatult,993
1582,peagi,990
1583,katus,990
1584,hoog,990
1585,süüdi,989
1586,keskkõrge,986
1587,järelikult,986
1588,ese,986
1589,aus,985
1590,vaimne,984
1591,kaasas,984
1592,põhiseadus,983
1593,kakskümmend,983
1594,aktiivsus,983
1595,õppejõud,982
1596,tuginema,982
1597,pimedus,980
1598,klassikaline,978
1599,kanal,977
1600,väsima,976
1601,suurenemine,976
1602,organism,976
1603,kokkuleppemenetlus,976
1604,iseloomulik,976
1605,osaliselt,975
1606,uhke,974
1607,serv,973
1608,rikkumine,973
1609,intervjuu,972
1610,ainuke,972
1611,tunnustama,970
1612,konflikt,968
1613,arvatavasti,968
1614,toetuma,967
1615,piirduma,967
1616,pinge,965
1617,kommenteerima,965
1618,tehing,964
1619,mõningas,964
1620,plats,963
1621,niivõrd,963
1622,kodumaa,962
1623,säärane,961
1624,pesema,961
1625,aadress,961
1626,põld,960
1627,kollane,960
1628,eespool,960
1629,lõige,959
1630,lõplik,958
1631,kiskuma,958
1632,leib,957
1633,sõdur,956
1634,kiiremini,954
1635,kaugele,954
1636,kandidaat,954
1637,kunagine,953
1638,eilne,952
1639,kari,951
1640,võrk,950
1641,kõrgus,950
1642,kategooria,949
1643,pall,948
1644,käes,948
1645,kesklinn,948
1646,küllaltki,947
1647,muretsema,946
1648,demokraatia,946
1649,noogutama,945
1650,kodune,944
1651,standard,943
1652,plaat,943
1653,võimeline,942
1654,äärmiselt,941
1655,vastuvõtja,941
1656,register,941
1657,määrus,941
1658,kapital,941
1659,parajasti,940
1660,töötav,939
1661,raames,939
1662,pisike,939
1663,viin,938
1664,statistiliselt,938
1665,koostis,938
1666,järgima,938
1667,mõnevõrra,937
1668,väljaspool,936
1669,paigutama,936
1670,kolmandik,936
1671,asukoht,936
1672,vaenlane,935
1673,suhtlema,934
1674,peegel,934
1675,loll,932
1676,kestus,932
1677,korjama,931
1678,iseenesest,930
1679,õpetamine,929
1680,kirjutamine,928
1681,jalutama,927
1682,sooritama,926
1683,kogema,926
1684,õppija,925
1685,vang,924
1686,aju,924
1687,situatsioon,923
1688,ajastu,923
1689,saadik,922
1690,liiv,922
1691,sugulane,921
1692,parlament,921
1693,lill,921
1694,ime,921
1695,kaotus,920
1696,täiendama,917
1697,onu,917
1698,teave,916
1699,sild,916
1700,perearst,916
1701,peitma,915
1702,kurb,915
1703,indiviid,915
1704,vastutama,914
1705,teoreetiline,914
1706,külastama,913
1707,kohvik,913
1708,efektiivsus,913
1709,põhimõtteliselt,912
1710,efektiivne,912
1711,veetma,910
1712,uurimistöö,910
1713,kättesaadav,910
1714,ameeriklane,910
1715,vastuvõtt,909
1716,sosistama,908
1717,ase,908
1718,terav,907
1719,kriminaalmenetlus,907
1720,tegija,906
1721,rikas,906
1722,protsessor,905
1723,vaade,904
1724,saladus,904
1725,kinkima,904
1726,paljas,903
1727,pilet,901
1728,nõudmine,901
1729,koondis,901
1730,faktor,901
1731,üllatus,900
1732,muigama,900
1733,laad,900
1734,seisnema,899
1735,vaidlema,898
1736,vabastama,898
1737,tõenäosus,897
1738,proov,896
1739,fikseerima,894
1740,tõlkima,893
1741,rahvahääletus,893
1742,koosolek,892
1743,ähvardama,891
1744,tegelikkus,889
1745,rahulik,888
1746,lehekülg,888
1747,keskkool,884
1748,muna,883
1749,pikaajaline,882
1750,kehtiv,882
1751,tööleping,881
1752,käive,881
1753,aimama,881
1754,kaaslane,880
1755,lähemalt,879
1756,kindlalt,879
1757,kergelt,879
1758,mari,878
1759,menetlus,877
1760,kahtlemata,877
1761,süüdistus,876
1762,kontsentratsioon,876
1763,järv,876
1764,viies,875
1765,usaldama,875
1766,rahuldama,874
1767,rünnak,872
1768,nautima,872
1769,aastakümme,872
1770,kaupa,871
1771,lahkumine,870
1772,hoiak,870
1773,ehitamine,870
1774,vahest,869
1775,pealkiri,869
1776,paha,865
1777,lääs,865
1778,kasum,865
1779,heli,865
1780,proua,864
1781,märksa,864
1782,mängija,864
1783,korralikult,864
1784,võti,862
1785,vaatlus,862
1786,väljuma,861
1787,väline,861
1788,skaala,861
1789,näpp,861
1790,kontakt,861
1791,kahtlema,861
1792,esmalt,859
1793,armas,859
1794,võitja,858
1795,vaimulik,857
1796,rahulikult,857
1797,lõuna,857
1798,vahetu,855
1799,kuiv,855
1800,elanikkond,855
1801,ümbrus,853
1802,erand,853
1803,kommunikatsioon,851
1804,tormama,850
1805,nüüdne,850
1806,kindlustama,850
1807,au,850
1808,võimas,849
1809,skeem,849
1810,silp,849
1811,ootus,849
1812,käskima,849
1813,heaks,847
1814,katsuma,845
1815,tõend,844
1816,tungima,844
1817,tubli,844
1818,tihe,844
1819,teisalt,844
1820,tüvi,843
1821,tütarlaps,839
1822,nimetus,839
1823,vältel,838
1824,tasakaal,838
1825,täheldama,837
1826,viitsima,836
1827,meister,836
1828,kulgema,836
1829,segadus,835
1830,jagu,835
1831,maitse,833
1832,tagamine,832
1833,seostama,832
1834,pilv,832
1835,tootja,831
1836,jott,830
1837,võte,829
1838,ekraan,829
1839,talupoeg,828
1840,sünnipäev,828
1841,stiil,828
1842,enam-vähem,828
1843,vabalt,826
1844,lugemine,826
1845,kulutus,826
1846,raputama,825
1847,olek,825
1848,neljapäev,825
1849,mootor,825
1850,las,825
1851,hingama,825
1852,rakendus,824
1853,kallas,824
1854,täiendav,823
1855,mõõtmine,823
1856,õigustama,822
1857,vägi,822
1858,arutelu,822
1859,täpsemalt,821
1860,subjekt,821
1861,verb,820
1862,minek,820
1863,konkurss,820
1864,tehnika,819
1865,konkurents,819
1866,kiht,819
1867,avalduma,819
1868,varblane,818
1869,liigutama,818
1870,baas,817
1871,torkama,815
1872,partner,815
1873,ohkama,814
1874,muuseum,813
1875,kultuuriline,812
1876,toimetama,811
1877,kallim,811
1878,soodustama,810
1879,paiknema,810
1880,kingitus,810
1881,saun,809
1882,infosüsteem,809
1883,tulev,808
1884,korduvalt,808
1885,kaal,808
1886,praktiliselt,807
1887,äsja,806
1888,staatus,806
1889,lähemale,806
1890,unistus,805
1891,trükis,805
1892,sõltuvalt,804
1893,valetama,803
1894,soovitus,803
1895,olenema,803
1896,eksperiment,803
1897,direktiiv,803
1898,sealne,801
1899,meeldiv,800
1900,kolima,799
1901,agent,799
1902,otsas,798
1903,reaktsioon,797
1904,väljaanne,796
1905,hirmus,796
1906,mõnus,794
1907,muster,794
1908,aeglaselt,794
1909,vanaisa,793
1910,sadama,793
1911,osaline,793
1912,lapsepõlv,793
1913,väljak,792
1914,kirjakeel,792
1915,täiskasvanu,791
1916,igati,791
1917,igapäevane,791
1918,hukkuma,791
1919,reageerima,790
1920,ministeerium,789
1921,lubadus,789
1922,vähendamine,788
1923,kauge,788
1924,valdavalt,787
1925,sõiduk,787
1926,rand,787
1927,küsitlus,787
1928,eelis,787
1929,ühing,786
1930,liin,785
1931,rohi,784
1932,hele,784
1933,viirus,783
1934,tere,783
1935,pressiesindaja,783
1936,kergem,783
1937,konverents,782
1938,sünd,781
1939,mõis,781
1940,hulgast,781
1941,voolama,779
1942,vangla,779
1943,tantsima,779
1944,regulatsioon,779
1945,kohati,779
1946,versioon,778
1947,jaotus,778
1948,ilme,778
1949,krooniline,777
1950,väljend,774
1951,kahjustama,774
1952,püks,773
1953,katkestama,772
1954,viimaks,771
1955,parandamine,770
1956,varastama,769
1957,reguleerima,769
1958,näol,769
1959,mõistmine,769
1960,karistama,769
1961,korrelatsioon,767
1962,juurest,767
1963,tõlgendus,765
1964,puhkama,765
1965,meede,765
1966,institutsioon,765
1967,ennustama,765
1968,sööt,764
1969,millegipärast,764
1970,rippuma,762
1971,ettekanne,762
1972,väärima,761
1973,teisipäev,761
1974,territoorium,760
1975,sari,760
1976,loogiline,760
1977,vastaja,759
1978,mõistlik,759
1979,vasak,758
1980,korraldaja,758
1981,tulenevalt,757
1982,kiirustama,757
1983,täpsustama,756
1984,eeskätt,756
1985,vahetult,755
1986,ohvitser,755
1987,karm,755
1988,fond,755
1989,kogudus,754
1990,välimus,753
1991,keskne,752
1992,õpetus,750
1993,ettevalmistus,750
1994,saba,749
1995,ratas,749
1996,tutvuma,748
1997,kolmapäev,748
1998,äri,747
1999,äratama,747
2000,osalemine,747
2001,märg,747
2002,halvasti,747
2003,doktor,747
2004,võlg,746
2005,nagunii,746
2006,kana,746
2007,sümbol,745
2008,odavam,745
2009,järjekordne,745
2010,pühkima,743
2011,lähedus,743
2012,naer,742
2013,raudtee,741
2014,kirjeldamine,741
2015,organisatsioonikultuur,740
2016,kihutama,740
2017,suhtlemine,739
2018,purjus,739
2019,liigutus,738
2020,kuld,738
2021,kartul,738
2022,juhtkond,738
2023,emotsionaalne,738
2024,asutama,738
2025,valama,737
2026,teenistus,737
2027,suhteline,737
2028,efekt,737
2029,daam,737
2030,väljenduma,736
2031,edukalt,736
2032,põhinev,735
2033,ligikaudu,735
2034,muudkui,734
2035,subjektiivne,733
2036,ründama,733
2037,kaudne,733
2038,tõug,732
2039,tollal,732
2040,püstitama,732
2041,piirang,732
2042,langus,731
2043,vabanema,730
2044,pihta,730
2045,muuseas,730
2046,kindral,729
2047,vestlus,727
2048,restoran,727
2049,olu,727
2050,looduslik,727
2051,koolitus,727
2052,kavandama,727
2053,sõjavägi,726
2054,odav,726
2055,esmakordselt,726
2056,perenaine,725
2057,ootamatu,725
2058,kriitiline,725
2059,unenägu,724
2060,täitsa,723
2061,teadvus,723
2062,reaalsus,723
2063,juhuslik,723
2064,hävitama,722
2065,grammatika,722
2066,varustama,720
2067,valitsev,720
2068,tonn,720
2069,luule,720
2070,ettekujutus,720
2071,pihk,719
2072,põllumajandus,717
2073,kauplus,717
2074,pisar,716
2075,langetama,716
2076,lahutama,716
2077,hullem,716
2078,vahendus,715
2079,suurepärane,714
2080,magneesium,714
2081,üldjuht,713
2082,tahes,713
2083,peatama,713
2084,paranema,713
2085,naeratus,713
2086,poolteist,712
2087,kurtma,712
2088,ulatama,711
2089,lahtine,711
2090,ühinema,710
2091,viimati,710
2092,tarbija,710
2093,morfoloogiline,710
2094,järeldama,710
2095,äge,709
2096,lamama,709
2097,ettevõtja,709
2098,festival,708
2099,peksma,707
2100,luu,706
2101,koridor,706
2102,karjäär,706
2103,identiteet,706
2104,kraad,705
2105,pühendama,704
2106,pikalt,704
2107,osaleja,704
2108,matma,703
2109,kurk,703
2110,soodne,702
2111,seletus,702
2112,eelnevalt,702
2113,paras,701
2114,mark,700
2115,keemiline,700
2116,kasvõi,700
2117,kapten,700
2118,ravima,699
2119,park,699
2120,lühem,698
2121,haigekassa,698
2122,atmosfäär,697
2123,tohutu,696
2124,defineerima,696
2125,allkiri,696
2126,asutamine,695
2127,puhuma,694
2128,kasvatamine,694
2129,jaotama,694
2130,äärde,692
2131,surve,692
2132,signaal,692
2133,mingisugune,692
2134,laine,692
2135,edastama,692
2136,ajavahemik,692
2137,üpris,690
2138,viha,690
2139,teiseks,690
2140,abielluma,690
2141,säilitamine,689
2142,strateegia,689
2143,kustutama,689
2144,rõõmustama,688
2145,rõõmus,687
2146,objektiivne,687
2147,kuulaja,686
2148,esinev,686
2149,tõmbuma,685
2150,vabandama,682
2151,sõbranna,682
2152,moodne,682
2153,vait,681
2154,lähtuvalt,681
2155,armee,681
2156,taluma,680
2157,taastama,680
2158,lavastaja,680
2159,häire,680
2160,matemaatika,679
2161,kollektiivne,679
2162,selgus,678
2163,kõrgharidus,678
2164,ümbritsev,677
2165,ilu,677
2166,eemal,677
2167,sarnanema,675
2168,lõplikult,674
2169,liikuv,674
2170,esmane,674
2171,aastane,674
2172,õnnetu,673
2173,tulek,673
2174,kontseptsioon,673
2175,elus,673
2176,kohustama,672
2177,kaebama,672
2178,teadlik,671
2179,korrigeerima,671
2180,akadeemiline,671
2181,tava,670
2182,parameeter,670
2183,naasma,670
2184,issand,670
2185,väljatöötamine,669
2186,tööjõud,669
2187,osatähtsus,669
2188,algatama,669
2189,uuritav,668
2190,tüüpiline,668
2191,lülitama,668
2192,igav,667
2193,tüli,666
2194,samamoodi,666
2195,nädalavahetus,665
2196,kangelane,665
2197,juut,665
2198,sarnasus,663
2199,järgnevalt,663
2200,individuaalne,663
2201,auhind,663
2202,püsiv,662
2203,haud,662
2204,vahetus,661
2205,vahemik,661
2206,maine,661
2207,kujundamine,661
2208,tagasiside,660
2209,puhkus,660
2210,peadirektor,660
2211,mõõde,660
2212,hoiatama,660
2213,pink,659
2214,kohustuslik,659
2215,kleit,659
2216,ärimees,658
2217,ruttu,658
2218,puudutav,657
2219,ookean,657
2220,kapp,657
2221,arhiiv,657
2222,vaidlus,656
2223,tiib,656
2224,nähtavasti,656
2225,välisminister,655
2226,lipp,655
2227,põsk,654
2228,konkurent,654
2229,istung,654
2230,lagi,653
2231,tähtaeg,652
2232,suurendamine,652
2233,stress,652
2234,kriitika,652
2235,kaugemale,652
2236,töötlemine,651
2237,sagedus,651
2238,kõikjal,651
2239,sirutama,650
2240,päriselt,650
2241,paratamatult,650
2242,avamine,650
2243,veerand,649
2244,vastupidine,649
2245,vahekord,649
2246,sedavõrd,649
2247,rahaline,648
2248,meelitama,648
2249,kahjustus,648
2250,vahendama,647
2251,põnev,647
2252,peatreener,647
2253,kallal,647
2254,toru,646
2255,sõltumatu,646
2256,pull,646
2257,kahtlustama,646
2258,tänavune,645
2259,euro,645
2260,sekretär,644
2261,gümnaasium,644
2262,kino,643
2263,kõrgenema,642
2264,kauem,642
2265,tookord,641
2266,paarkümmend,641
2267,jagunema,641
2268,tuvastama,639
2269,juhtiv,639
2270,niigi,638
2271,sportlane,637
2272,liigne,637
2273,jook,637
2274,teostamine,636
2275,muinasjutt,636
2276,kannatanu,636
2277,juhatama,635
2278,esitus,635
2279,mõttetu,634
2280,ülejäänu,633
2281,libisema,633
2282,funktsionaalne,633
2283,tollane,632
2284,läbiviimine,632
2285,metsavend,631
2286,käsitlemine,631
2287,eemaldama,631
2288,ujuma,630
2289,usaldus,629
2290,turist,629
2291,pikkune,629
2292,loeng,629
2293,vältimine,628
2294,riigieelarve,628
2295,käsikiri,628
2296,klooster,628
2297,argument,628
2298,ajutine,627
2299,kutse,626
2300,igavene,626
2301,ühinemine,625
2302,lähem,625
2303,hiir,625
2304,finaal,625
2305,elamine,625
2306,vastavus,624
2307,tehas,624
2308,sissejuhatus,624
2309,rumal,624
2310,rebima,623
2311,ostja,623
2312,maailmasõda,623
2313,löök,623
2314,valus,622
2315,milleks,622
2316,mehhanism,622
2317,kurss,622
2318,iial,622
2319,vanasõna,621
2320,kiirem,621
2321,kergesti,621
2322,toodang,620
2323,hoolitsema,620
2324,ausalt,620
2325,tuju,619
2326,psühholoogiline,619
2327,harjutama,619
2328,elekter,619
2329,ühesugune,618
2330,tänaseks,618
2331,arhitektuur,618
2332,tendents,617
2333,rubla,617
2334,sugu,616
2335,kõrb,616
2336,viide,615
2337,valija,615
2338,valesti,615
2339,tagasihoidlik,615
2340,sõltuvus,615
2341,pruun,614
2342,koormus,614
2343,takistus,613
2344,sarnaselt,613
2345,king,613
2346,kabinet,613
2347,jää,613
2348,juhuslikult,613
2349,värss,612
2350,nõusolek,611
2351,diagnoos,611
2352,konventsioon,610
2353,kaasnev,610
2354,valim,609
2355,unistama,609
2356,spetsiaalne,609
2357,preemia,609
2358,kehv,609
2359,demokraatlik,609
2360,muutuja,608
2361,võtmine,607
2362,kommentaar,607
2363,puhkema,606
2364,kriitik,606
2365,hoolima,606
2366,drillprogramm,606
2367,vaat,605
2368,otstarbekas,605
2369,tõeliselt,604
2370,tekk,604
2371,sisalduma,604
2372,sisaldav,604
2373,palve,604
2374,mikrovõrse,604
2375,laskuma,604
2376,jahe,604
2377,ekspert,604
2378,seostuma,603
2379,pastor,603
2380,jama,603
2381,stabiilne,602
2382,piibel,602
2383,vajutama,601
2384,kristlik,601
2385,kogumine,601
2386,arutlema,601
2387,sotsiaaltöö,600
2388,põhjalikult,600
2389,seltsimees,599
2390,protokoll,599
2391,petma,599
2392,laiendama,599
2393,kolhoos,599
2394,kirjutis,599
2395,valmistamine,598
2396,rajamine,598
2397,müüja,597
2398,lämmastik,597
2399,looja,597
2400,juhus,597
2401,hüpotees,597
2402,liituma,596
2403,kole,596
2404,põllumees,595
2405,kalduma,595
2406,kolmkümmend,594
2407,aparaat,594
2408,draama,593
2409,saatja,592
2410,materiaalne,592
2411,lastekodu,592
2412,joonistama,592
2413,hankima,592
2414,väärt,591
2415,protseduur,591
2416,pension,591
2417,patt,591
2418,nähtav,591
2419,laulja,591
2420,iseseisvus,591
2421,õigesti,590
2422,vererõhk,590
2423,rahulolu,589
2424,pomisema,589
2425,moodustuma,589
2426,spetsiifiline,588
2427,laenama,588
2428,kaasama,587
2429,torn,586
2430,reform,586
2431,põhjalik,586
2432,omistama,586
2433,linnaosa,586
2434,kõrvalt,586
2435,tervitama,585
2436,suurune,585
2437,tunnistus,584
2438,täpsus,583
2439,niikuinii,583
2440,lõhkuma,583
2441,koondama,583
2442,ihu,583
2443,faas,583
2444,sisuline,582
2445,nupp,582
2446,moodi,582
2447,kooskõla,582
2448,õli,581
2449,tavapärane,581
2450,vanker,580
2451,tõstmine,580
2452,tants,580
2453,liitumine,580
2454,tarvitama,579
2455,planeerima,579
2456,meeleolu,579
2457,tugi,578
2458,tarbimine,578
2459,kehtestamine,578
2460,isand,578
2461,ametlikult,578
2462,tõrjuma,577
2463,meditsiin,577
2464,inimlik,577
2465,öine,576
2466,sisenema,576
2467,postmodernism,576
2468,peituma,576
2469,paus,576
2470,nuga,576
2471,naisterahvas,575
2472,jõudmine,575
2473,aruanne,575
2474,ida,574
2475,eel,574
2476,valem,573
2477,tunnetama,573
2478,selgitus,573
2479,osalus,573
2480,kontor,573
2481,kombinatsioon,573
2482,lend,572
2483,laienema,572
2484,kargama,572
2485,seonduv,571
2486,reisija,571
2487,potentsiaalne,571
2488,panus,571
2489,särk,570
2490,gaas,570
2491,takso,569
2492,suudlema,569
2493,seisev,569
2494,eluaasta,569
2495,kusagilt,568
2496,haigestumine,568
2497,dünaamiline,568
2498,dialoog,568
2499,voor,567
2500,surnu,567
2501,lahing,567
2502,kaamera,567
2503,hääletama,567
2504,hilja,567
2505,õppekava,566
2506,kõigest,566
2507,otsimine,565
2508,maksimaalne,565
2509,ennekõike,565
2510,venekeelne,564
2511,peegeldama,564
2512,kumb,564
2513,õun,563
2514,vanalinn,563
2515,tapmine,563
2516,sulg,563
2517,laekuma,563
2518,tegutsemine,562
2519,pugema,562
2520,diagnoosima,562
2521,autojuht,562
2522,pälvima,561
2523,äriühing,560
2524,täpsem,560
2525,osapool,560
2526,niipalju,560
2527,jällegi,560
2528,töötlema,559
2529,süli,559
2530,põhjendus,559
2531,maal,559
2532,liialt,559
2533,sport,558
2534,veider,557
2535,noorus,557
2536,lasteaed,557
2537,pass,556
2538,isiksus,556
2539,märkimisväärne,555
2540,ettevõtmine,555
2541,eripära,555
2542,seminar,554
2543,naljakas,554
2544,kavatsus,554
2545,turniir,553
2546,korpus,553
2547,jaa,553
2548,isiklikult,553
2549,populaarne,552
2550,luuletaja,552
2551,kehaline,552
2552,raud,551
2553,kongress,551
2554,keerukas,551
2555,vigastama,550
2556,treening,550
2557,organiseerima,550
2558,kasvav,550
2559,ametikoht,550
2560,väitekiri,549
2561,silmitsema,549
2562,pakk,549
2563,motiiv,549
2564,kroonika,549
2565,remont,548
2566,prantslane,548
2567,kuues,548
2568,kahetsema,548
2569,arusaamine,548
2570,valdama,547
2571,statistiline,547
2572,rahvastik,547
2573,määratlemine,547
2574,emotsioon,547
2575,tööline,546
2576,süütama,546
2577,saatkond,546
2578,pingutama,546
2579,asemele,546
2580,töötu,545
2581,saavutus,545
2582,lammas,545
2583,kaugusel,545
2584,värisema,544
2585,tekitaja,544
2586,kurjategija,544
2587,eeltoodu,544
2588,üksinda,543
2589,tõlgendama,543
2590,loss,543
2591,kümmekond,543
2592,julgeolek,543
2593,ilmne,543
2594,pädevus,542
2595,prognoos,542
2596,haridusministeerium,542
2597,vastanu,541
2598,tromb,541
2599,suuresti,541
2600,märgatavalt,540
2601,raam,539
2602,kallale,539
2603,investeerima,539
2604,harima,539
2605,domineerima,539
2606,kaebus,538
2607,jagamine,538
2608,moment,537
2609,häbi,537
2610,võrreldav,536
2611,toimetus,536
2612,optimaalne,536
2613,omaenese,536
2614,kahtlane,536
2615,indeks,536
